1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,,18,19
6525,Arogya Shikshan ,6525,Madhuri Inamdar,Arogya Shikshan ,30,Wora publication,60,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Swasthavritta,Marathi,
6526,Arogya Shikshan ,6526,Madhuri Inamdar,Arogya Shikshan ,30,Wora publication,60,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Swasthavritta,Marathi,
6527,A textbook of forensic Pharmacy,6527,N.K.Jain,A textbook of forensic Pharmacy,160,Villabh Prakashan,440,Nagpur,CR3096,2/20/2013,3,CR3096,2/20/2013,STUDENT,Available,Agadtantra,English,
6528,A textbook of forensic Pharmacy,6528,N.K.Jain,A textbook of forensic Pharmacy,160,Villabh Prakashan,440,Nagpur,CR3096,2/20/2013,3,CR3096,2/20/2013,STUDENT,Available,Agadtantra,English,
6529,A textbook of forensic Pharmacy,6529,N.K.Jain,A textbook of forensic Pharmacy,160,Villabh Prakashan,440,Nagpur,CR3096,2/20/2013,3,CR3096,2/20/2013,STUDENT,Available,Agadtantra,English,
6530,Guti Wati,6530,Y.G.Joshi,Guti Wati,40,sahitya vitaran publication,60,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6531,Guti Wati,6531,Y.G.Joshi,Guti Wati,40,sahitya vitaran publication,60,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6532,Guti Wati,6532,Y.G.Joshi,Guti Wati,40,sahitya vitaran publication,60,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6533,Guti Wati,6533,Y.G.Joshi,Guti Wati,40,sahitya vitaran publication,60,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6534,Guti Wati,6534,Y.G.Joshi,Guti Wati,40,sahitya vitaran publication,60,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6535,Guti Wati,6535,Y.G.Joshi,Guti Wati,40,sahitya vitaran publication,60,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6536,Guti Wati,6536,Y.G.Joshi,Guti Wati,40,sahitya vitaran publication,60,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6537,Guti Wati,6537,Y.G.Joshi,Guti Wati,40,sahitya vitaran publication,60,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6538,Guti Wati,6538,Y.G.Joshi,Guti Wati,40,sahitya vitaran publication,60,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6539,Guti Wati,6539,Y.G.Joshi,Guti Wati,40,sahitya vitaran publication,60,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6540,Anukta Vyadhi Chikitsa ,6540,Y.G.Joshi,Anukta Vyadhi Chikitsa ,20,sahitya vitaran publication,40,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6541,Anukta Vyadhi Chikitsa ,6541,Y.G.Joshi,Anukta Vyadhi Chikitsa ,20,sahitya vitaran publication,40,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6542,Anukta Vyadhi Chikitsa ,6542,Y.G.Joshi,Anukta Vyadhi Chikitsa ,20,sahitya vitaran publication,40,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6543,Anukta Vyadhi Chikitsa ,6543,Y.G.Joshi,Anukta Vyadhi Chikitsa ,20,sahitya vitaran publication,40,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6544,Anukta Vyadhi Chikitsa ,6544,Y.G.Joshi,Anukta Vyadhi Chikitsa ,20,sahitya vitaran publication,40,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6545,Anukta Vyadhi Chikitsa ,6545,Y.G.Joshi,Anukta Vyadhi Chikitsa ,20,sahitya vitaran publication,40,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6546,Anukta Vyadhi Chikitsa ,6546,Y.G.Joshi,Anukta Vyadhi Chikitsa ,20,sahitya vitaran publication,40,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6547,Anukta Vyadhi Chikitsa ,6547,Y.G.Joshi,Anukta Vyadhi Chikitsa ,20,sahitya vitaran publication,40,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6548,Anukta Vyadhi Chikitsa ,6548,Y.G.Joshi,Anukta Vyadhi Chikitsa ,20,sahitya vitaran publication,40,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6549,Anukta Vyadhi Chikitsa ,6549,Y.G.Joshi,Anukta Vyadhi Chikitsa ,20,sahitya vitaran publication,40,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6550,Anukta Vyadhi Chikitsa ,6550,Y.G.Joshi,Anukta Vyadhi Chikitsa ,20,sahitya vitaran publication,40,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6551,Anukta Vyadhi Chikitsa ,6551,Y.G.Joshi,Anukta Vyadhi Chikitsa ,20,sahitya vitaran publication,40,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6552,Anukta Vyadhi Chikitsa ,6552,Y.G.Joshi,Anukta Vyadhi Chikitsa ,20,sahitya vitaran publication,40,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6553,Anukta Vyadhi Chikitsa ,6553,Y.G.Joshi,Anukta Vyadhi Chikitsa ,20,sahitya vitaran publication,40,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6554,Anukta Vyadhi Chikitsa ,6554,Y.G.Joshi,Anukta Vyadhi Chikitsa ,20,sahitya vitaran publication,40,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6555,Anukta Vyadhi Chikitsa ,6555,Y.G.Joshi,Anukta Vyadhi Chikitsa ,20,sahitya vitaran publication,40,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6556,Anukta Vyadhi Chikitsa ,6556,Y.G.Joshi,Anukta Vyadhi Chikitsa ,20,sahitya vitaran publication,40,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6557,Anukta Vyadhi Chikitsa ,6557,Y.G.Joshi,Anukta Vyadhi Chikitsa ,20,sahitya vitaran publication,40,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6558,Anukta Vyadhi Chikitsa ,6558,Y.G.Joshi,Anukta Vyadhi Chikitsa ,20,sahitya vitaran publication,40,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6559,Anukta Vyadhi Chikitsa ,6559,Y.G.Joshi,Anukta Vyadhi Chikitsa ,20,sahitya vitaran publication,40,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6560,Anukta Vyadhi Chikitsa ,6560,Y.G.Joshi,Anukta Vyadhi Chikitsa ,20,sahitya vitaran publication,40,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6561,Anukta Vyadhi Chikitsa ,6561,Y.G.Joshi,Anukta Vyadhi Chikitsa ,20,sahitya vitaran publication,40,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6562,Anukta Vyadhi Chikitsa ,6562,Y.G.Joshi,Anukta Vyadhi Chikitsa ,20,sahitya vitaran publication,40,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6563,Anukta Vyadhi Chikitsa ,6563,Y.G.Joshi,Anukta Vyadhi Chikitsa ,20,sahitya vitaran publication,40,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6564,Anukta Vyadhi Chikitsa ,6564,Y.G.Joshi,Anukta Vyadhi Chikitsa ,20,sahitya vitaran publication,40,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6565,Anukta Vyadhi Chikitsa ,6565,Y.G.Joshi,Anukta Vyadhi Chikitsa ,20,sahitya vitaran publication,40,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6566,Anukta Vyadhi Chikitsa ,6566,Y.G.Joshi,Anukta Vyadhi Chikitsa ,20,sahitya vitaran publication,40,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6567,Anukta Vyadhi Chikitsa ,6567,Y.G.Joshi,Anukta Vyadhi Chikitsa ,20,sahitya vitaran publication,40,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6568,Anukta Vyadhi Chikitsa ,6568,Y.G.Joshi,Anukta Vyadhi Chikitsa ,20,sahitya vitaran publication,40,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6569,Anukta Vyadhi Chikitsa ,6569,Y.G.Joshi,Anukta Vyadhi Chikitsa ,20,sahitya vitaran publication,40,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6570,Anukta Vyadhi Chikitsa ,6570,Y.G.Joshi,Anukta Vyadhi Chikitsa ,20,sahitya vitaran publication,40,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6571,Anukta Vyadhi Chikitsa ,6571,Y.G.Joshi,Anukta Vyadhi Chikitsa ,20,sahitya vitaran publication,40,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6572,Anukta Vyadhi Chikitsa ,6572,Y.G.Joshi,Anukta Vyadhi Chikitsa ,20,sahitya vitaran publication,40,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6573,Anukta Vyadhi Chikitsa ,6573,Y.G.Joshi,Anukta Vyadhi Chikitsa ,20,sahitya vitaran publication,40,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6574,Anukta Vyadhi Chikitsa ,6574,Y.G.Joshi,Anukta Vyadhi Chikitsa ,20,sahitya vitaran publication,40,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6575,Anukta Vyadhi Chikitsa ,6575,Y.G.Joshi,Anukta Vyadhi Chikitsa ,20,sahitya vitaran publication,40,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6576,Anukta Vyadhi Chikitsa ,6576,Y.G.Joshi,Anukta Vyadhi Chikitsa ,20,sahitya vitaran publication,40,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6577,Anukta Vyadhi Chikitsa ,6577,Y.G.Joshi,Anukta Vyadhi Chikitsa ,20,sahitya vitaran publication,40,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6578,Anukta Vyadhi Chikitsa ,6578,Y.G.Joshi,Anukta Vyadhi Chikitsa ,20,sahitya vitaran publication,40,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6579,Anukta Vyadhi Chikitsa ,6579,Y.G.Joshi,Anukta Vyadhi Chikitsa ,20,sahitya vitaran publication,40,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6580,Churna,6580,Y.G.Joshi,Churna,40,sahitya vitaran publication,51,Nagpur,CR3096,2/20/2013,28,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6581,Churna,6581,Y.G.Joshi,Churna,40,sahitya vitaran publication,51,Nagpur,CR3096,2/20/2013,28,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6582,Churna,6582,Y.G.Joshi,Churna,40,sahitya vitaran publication,51,Nagpur,CR3096,2/20/2013,28,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6583,Churna,6583,Y.G.Joshi,Churna,40,sahitya vitaran publication,51,Nagpur,CR3096,2/20/2013,28,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6584,Churna,6584,Y.G.Joshi,Churna,40,sahitya vitaran publication,51,Nagpur,CR3096,2/20/2013,28,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6585,Churna,6585,Y.G.Joshi,Churna,40,sahitya vitaran publication,51,Nagpur,CR3096,2/20/2013,28,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6586,Churna,6586,Y.G.Joshi,Churna,40,sahitya vitaran publication,51,Nagpur,CR3096,2/20/2013,28,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6587,Churna,6587,Y.G.Joshi,Churna,40,sahitya vitaran publication,51,Nagpur,CR3096,2/20/2013,28,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6588,Churna,6588,Y.G.Joshi,Churna,40,sahitya vitaran publication,51,Nagpur,CR3096,2/20/2013,28,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6589,Sadya Phaldayi & Atyayik Chikitsa,6589,Y.G.Joshi,Sadya Phaldayi & Atyayik Chikitsa,100,sahitya vitaran publication,104,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6590,Sadya Phaldayi & Atyayik Chikitsa,6590,Y.G.Joshi,Sadya Phaldayi & Atyayik Chikitsa,100,sahitya vitaran publication,104,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6591,Sadya Phaldayi & Atyayik Chikitsa,6591,Y.G.Joshi,Sadya Phaldayi & Atyayik Chikitsa,100,sahitya vitaran publication,104,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6592,Sadya Phaldayi & Atyayik Chikitsa,6592,Y.G.Joshi,Sadya Phaldayi & Atyayik Chikitsa,100,sahitya vitaran publication,104,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6593,Sadya Phaldayi & Atyayik Chikitsa,6593,Y.G.Joshi,Sadya Phaldayi & Atyayik Chikitsa,100,sahitya vitaran publication,104,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6594,Sadya Phaldayi & Atyayik Chikitsa,6594,Y.G.Joshi,Sadya Phaldayi & Atyayik Chikitsa,100,sahitya vitaran publication,104,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6595,Sadya Phaldayi & Atyayik Chikitsa,6595,Y.G.Joshi,Sadya Phaldayi & Atyayik Chikitsa,100,sahitya vitaran publication,104,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6596,Sadya Phaldayi & Atyayik Chikitsa,6596,Y.G.Joshi,Sadya Phaldayi & Atyayik Chikitsa,100,sahitya vitaran publication,104,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6597,Sadya Phaldayi & Atyayik Chikitsa,6597,Y.G.Joshi,Sadya Phaldayi & Atyayik Chikitsa,100,sahitya vitaran publication,104,Nagpur,CR3096,2/20/2013,21,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6598,Kaychikitsa,6598,Nitin Madhav Kamat,Kaychikitsa,175,Chaukhamba prakashan,495,Nagpur,CR3096,2/20/2013,4,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6599,Kaychikitsa,6599,Nitin Madhav Kamat,Kaychikitsa,175,Chaukhamba prakashan,495,Nagpur,CR3096,2/20/2013,4,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6600,Kaychikitsa,6600,Nitin Madhav Kamat,Kaychikitsa,175,Chaukhamba prakashan,495,Nagpur,CR3096,2/20/2013,4,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6601,Kaychikitsa,6601,Nitin Madhav Kamat,Kaychikitsa,175,Chaukhamba prakashan,495,Nagpur,CR3096,2/20/2013,4,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6602,Kaychikitsa,6602,Nitin Madhav Kamat,Kaychikitsa,175,Chaukhamba prakashan,495,Nagpur,CR3096,2/20/2013,4,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6603,Clinical Rasshastra Bhaishajya Kalpana Practicals,6603,Prakash H Khaparde,Clinical Rasshastra Bhaishajya Kalpana Practicals,110,Godavari publishers,190,Nagpur,CR3096,2/20/2013,28,CR3096,2/20/2013,STUDENT,Available,Rasshashtra ,Marathi,
6604,Clinical Rasshastra Bhaishajya Kalpana Practicals,6604,Prakash H Khaparde,Clinical Rasshastra Bhaishajya Kalpana Practicals,110,Godavari publishers,190,Nagpur,CR3096,2/20/2013,28,CR3096,2/20/2013,STUDENT,Available,Rasshashtra ,Marathi,
6605,Clinical Rasshastra Bhaishajya Kalpana Practicals,6605,Prakash H Khaparde,Clinical Rasshastra Bhaishajya Kalpana Practicals,110,Godavari publishers,190,Nagpur,CR3096,2/20/2013,28,CR3096,2/20/2013,STUDENT,Available,Rasshashtra ,Marathi,
6606,Clinical Rasshastra Bhaishajya Kalpana Practicals,6606,Prakash H Khaparde,Clinical Rasshastra Bhaishajya Kalpana Practicals,110,Godavari publishers,190,Nagpur,CR3096,2/20/2013,28,CR3096,2/20/2013,STUDENT,Available,Rasshashtra ,Marathi,
6607,Clinical Rasshastra Bhaishajya Kalpana Practicals,6607,Prakash H Khaparde,Clinical Rasshastra Bhaishajya Kalpana Practicals,110,Godavari publishers,190,Nagpur,CR3096,2/20/2013,28,CR3096,2/20/2013,STUDENT,Available,Rasshashtra ,Marathi,
6608,Clinical Rasshastra Bhaishajya Kalpana Practicals,6608,Prakash H Khaparde,Clinical Rasshastra Bhaishajya Kalpana Practicals,110,Godavari publishers,190,Nagpur,CR3096,2/20/2013,28,CR3096,2/20/2013,STUDENT,Available,Rasshashtra ,Marathi,
6609,Clinical Rasshastra Bhaishajya Kalpana Practicals,6609,Prakash H Khaparde,Clinical Rasshastra Bhaishajya Kalpana Practicals,110,Godavari publishers,190,Nagpur,CR3096,2/20/2013,28,CR3096,2/20/2013,STUDENT,Available,Rasshashtra ,Marathi,
6610,Clinical Rasshastra Bhaishajya Kalpana Practicals,6610,Prakash H Khaparde,Clinical Rasshastra Bhaishajya Kalpana Practicals,110,Godavari publishers,190,Nagpur,CR3096,2/20/2013,28,CR3096,2/20/2013,STUDENT,Available,Rasshashtra ,Marathi,
6611,Clinical Rasshastra Bhaishajya Kalpana Practicals,6611,Prakash H Khaparde,Clinical Rasshastra Bhaishajya Kalpana Practicals,110,Godavari publishers,190,Nagpur,CR3096,2/20/2013,28,CR3096,2/20/2013,STUDENT,Available,Rasshashtra ,Marathi,
6612,Clinical Rasshastra Bhaishajya Kalpana Practicals,6612,Prakash H Khaparde,Clinical Rasshastra Bhaishajya Kalpana Practicals,110,Godavari publishers,190,Nagpur,CR3096,2/20/2013,28,CR3096,2/20/2013,STUDENT,Available,Rasshashtra ,Marathi,
6613,Clinical Rasshastra ,6613,Prakash H Khaparde,Clinical Rasshastra ,120,Rajni publishers,229,Nagpur,CR3096,2/20/2013,28,CR3096,2/20/2013,STUDENT,Available,Rasshashtra ,Marathi,
6614,Clinical Rasshastra ,6614,Prakash H Khaparde,Clinical Rasshastra ,120,Rajni publishers,229,Nagpur,CR3096,2/20/2013,28,CR3096,2/20/2013,STUDENT,Available,Rasshashtra ,Marathi,
6615,Clinical Rasshastra ,6615,Prakash H Khaparde,Clinical Rasshastra ,120,Rajni publishers,229,Nagpur,CR3096,2/20/2013,28,CR3096,2/20/2013,STUDENT,Available,Rasshashtra ,Marathi,
6616,Clinical Rasshastra ,6616,Prakash H Khaparde,Clinical Rasshastra ,120,Rajni publishers,229,Nagpur,CR3096,2/20/2013,28,CR3096,2/20/2013,STUDENT,Available,Rasshashtra ,Marathi,
6617,Clinical Rasshastra ,6617,Prakash H Khaparde,Clinical Rasshastra ,120,Rajni publishers,229,Nagpur,CR3096,2/20/2013,28,CR3096,2/20/2013,STUDENT,Available,Rasshashtra ,Marathi,
6618,Clinical Rasshastra ,6618,Prakash H Khaparde,Clinical Rasshastra ,120,Rajni publishers,229,Nagpur,CR3096,2/20/2013,28,CR3096,2/20/2013,STUDENT,Available,Rasshashtra ,Marathi,
6619,Clinical Rasshastra ,6619,Prakash H Khaparde,Clinical Rasshastra ,120,Rajni publishers,229,Nagpur,CR3096,2/20/2013,28,CR3096,2/20/2013,STUDENT,Available,Rasshashtra ,Marathi,
6620,Clinical Rasshastra ,6620,Prakash H Khaparde,Clinical Rasshastra ,120,Rajni publishers,229,Nagpur,CR3096,2/20/2013,28,CR3096,2/20/2013,STUDENT,Available,Rasshashtra ,Marathi,
6621,Clinical Rasshastra ,6621,Prakash H Khaparde,Clinical Rasshastra ,120,Rajni publishers,229,Nagpur,CR3096,2/20/2013,28,CR3096,2/20/2013,STUDENT,Available,Rasshashtra ,Marathi,
6622,Clinical Rasshastra ,6622,Prakash H Khaparde,Clinical Rasshastra ,120,Rajni publishers,229,Nagpur,CR3096,2/20/2013,28,CR3096,2/20/2013,STUDENT,Available,Rasshashtra ,Marathi,
6623,Cultivation Of Medicinal Plants,6623,C.K.Kokatee,Cultivation Of Medicinal Plants,100,Nirali Prakashan,107,Nagpur,CR3096,2/20/2013,35,CR3096,2/20/2013,STUDENT,Available,Dravyaguna ,English,
6624,Research Methodology For Ayurvedic Scholars,6624,Suresh Babu,Research Methodology For Ayurvedic Scholars,200,Chaukhamba prakashan,121,Nagpur,CR3096,2/20/2013,10,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,English,
6625,MCQ's In Sharir Rachana Vidyan,6625,Aruna Kubal,MCQ's In Sharir Rachana Vidyan,140,Janasangram,378,Nagpur,CR3096,2/20/2013,17,CR3096,2/20/2013,STUDENT,Available,Sharir Rachana,English,
6626,MCQ's In Sharir Rachana Vidyan,6626,Aruna Kubal,MCQ's In Sharir Rachana Vidyan,140,Janasangram,378,Nagpur,CR3096,2/20/2013,17,CR3096,2/20/2013,STUDENT,Available,Sharir Rachana,English,
6627,MCQ's In Sharir Rachana Vidyan,6627,Aruna Kubal,MCQ's In Sharir Rachana Vidyan,140,Janasangram,378,Nagpur,CR3096,2/20/2013,17,CR3096,2/20/2013,STUDENT,Available,Sharir Rachana,English,
6628,MCQ's In Sharir Rachana Vidyan,6628,Aruna Kubal,MCQ's In Sharir Rachana Vidyan,140,Janasangram,378,Nagpur,CR3096,2/20/2013,17,CR3096,2/20/2013,STUDENT,Available,Sharir Rachana,English,
6629,MCQ's In Sharir Rachana Vidyan,6629,Aruna Kubal,MCQ's In Sharir Rachana Vidyan,140,Janasangram,378,Nagpur,CR3096,2/20/2013,17,CR3096,2/20/2013,STUDENT,Available,Sharir Rachana,English,
6630,MCQ's In Sharir Rachana Vidyan,6630,Aruna Kubal,MCQ's In Sharir Rachana Vidyan,140,Janasangram,378,Nagpur,CR3096,2/20/2013,17,CR3096,2/20/2013,STUDENT,Available,Sharir Rachana,English,
6631,MCQ's In Sharir Rachana Vidyan,6631,Aruna Kubal,MCQ's In Sharir Rachana Vidyan,140,Janasangram,378,Nagpur,CR3096,2/20/2013,17,CR3096,2/20/2013,STUDENT,Available,Sharir Rachana,English,
6632,MCQ's In Sharir Rachana Vidyan,6632,Aruna Kubal,MCQ's In Sharir Rachana Vidyan,140,Janasangram,378,Nagpur,CR3096,2/20/2013,17,CR3096,2/20/2013,STUDENT,Available,Sharir Rachana,English,
6633,MCQ's In Sharir Rachana Vidyan,6633,Aruna Kubal,MCQ's In Sharir Rachana Vidyan,140,Janasangram,378,Nagpur,CR3096,2/20/2013,17,CR3096,2/20/2013,STUDENT,Available,Sharir Rachana,English,
6634,MCQ's In Sharir Rachana Vidyan,6634,Aruna Kubal,MCQ's In Sharir Rachana Vidyan,140,Janasangram,378,Nagpur,CR3096,2/20/2013,17,CR3096,2/20/2013,STUDENT,Available,Sharir Rachana,English,
6635,Vardhyakya Chikitsa ,6635,Rajan Kulkarni,Vardhyakya Chikitsa ,120,Dhanwantari publication,240,Nagpur,CR3096,2/20/2013,4,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6636,Vardhyakya Chikitsa ,6636,Rajan Kulkarni,Vardhyakya Chikitsa ,120,Dhanwantari publication,240,Nagpur,CR3096,2/20/2013,4,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6637,Vardhyakya Chikitsa ,6637,Rajan Kulkarni,Vardhyakya Chikitsa ,120,Dhanwantari publication,240,Nagpur,CR3096,2/20/2013,4,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6638,Vardhyakya Chikitsa ,6638,Rajan Kulkarni,Vardhyakya Chikitsa ,120,Dhanwantari publication,240,Nagpur,CR3096,2/20/2013,4,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6639,Vardhyakya Chikitsa ,6639,Rajan Kulkarni,Vardhyakya Chikitsa ,120,Dhanwantari publication,240,Nagpur,CR3096,2/20/2013,4,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6640,Vardhyakya Chikitsa ,6640,Rajan Kulkarni,Vardhyakya Chikitsa ,120,Dhanwantari publication,240,Nagpur,CR3096,2/20/2013,4,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6641,Vardhyakya Chikitsa ,6641,Rajan Kulkarni,Vardhyakya Chikitsa ,120,Dhanwantari publication,240,Nagpur,CR3096,2/20/2013,4,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
6642,Vardhyakya Chikitsa ,6642,Rajan Kulkarni,Vardhyakya Chikitsa ,120,Dhanwantari publication,240,Nagpur,CR3096,2/20/2013,4,CR3096,2/20/2013,STUDENT,Available,Kayachikitsa,Marathi,
